"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",1029,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",1039,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",1071,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",1017,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",1042,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",1067,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",967,,
"ITC3","Liguria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",1016,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",26.3,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",28.3,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",27.7,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",25.4,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",25.3,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22.5,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",25.7,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",23.1,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",21.5,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",28.4,,
"ITC3","Liguria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",24.8,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",72.7,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",75.3,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",76.4,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",75.1,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",73.4,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",76.8,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",76.3,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",75.5,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",75.2,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",71.5,,
"ITC4","Lombardia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",74.1,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",71.2,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",68.2,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",74.1,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",76.9,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",71.8,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",76,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",74.9,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",73.4,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",74.3,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",73.2,,
"ITD4","Friuli-Venezia Giulia","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",70.3,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",852,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",786,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",870,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",868,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",1060,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",852,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",796,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",812,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",881,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",923,,
"ITD5","Emilia-Romagna","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",969,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",599,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",588,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",632,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",594,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",620,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",623,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",616,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",632,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",613,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",596,,
"ITE2","Umbria","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",617,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",21.8,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",22.8,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",17.6,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",23.4,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",18.6,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",18.7,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",18.2,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",17.8,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",20.5,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",22.6,,
"ITE2","Umbria","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",18.9,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",1028,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",1043,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",1089,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",1056,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",1066,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",1007,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",1075,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",1076,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",1019,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",1009,,
"ITE3","Marche","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",1017,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",22.2,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",20,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",16.6,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",20.3,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",18.4,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",24.1,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",18.5,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",17.8,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",22.2,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",22.2,,
"ITE3","Marche","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",22,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",73,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",74.1,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",71.7,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",73.4,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",70,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",75.5,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",76.3,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",75.6,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",78.8,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",74.5,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",74,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",82,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",74,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",70,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",92,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",116,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",91,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",118,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",96,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",73,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",97,,
"ITF5","Basilicata","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",99,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2010","2010",75.7,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2011","2011",77.4,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2012","2012",74.8,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2013","2013",75.6,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2014","2014",70.8,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2015","2015",76.8,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2016","2016",77.9,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2017","2017",77.1,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2018","2018",76.3,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2019","2019",75,,
"ITD5","Emilia-Romagna","14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2020","2020",74.3,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",7624,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",7675,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",7710,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",7871,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",7588,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",7945,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",8144,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",8161,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",8130,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",7823,,
"ITE","Centro","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",7879,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",23.2,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",22,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",21.9,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",22.8,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",25.7,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22.9,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",20.8,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",21.2,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",21.8,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",24.2,,
"ITE","Centro","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",23.8,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2010","2010",770,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2011","2011",701,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2012","2012",668,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2013","2013",672,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2014","2014",850,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2015","2015",791,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2016","2016",668,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2017","2017",669,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2018","2018",810,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2019","2019",843,,
"ITE1","Toscana","14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2020","2020",802,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",3569,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",3568,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",3490,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",3657,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",3557,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",3856,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",3896,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",3871,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",4042,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",3814,,
"ITE4","Lazio","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",3795,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",23.4,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",22.8,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2012","2012",25,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2013","2013",24.9,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2014","2014",28.6,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2015","2015",22.5,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2016","2016",22,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2017","2017",23.1,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2018","2018",20.1,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2019","2019",24.1,,
"ITE4","Lazio","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2020","2020",24.6,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2010","2010",14418,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2011","2011",14407,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2012","2012",14897,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2013","2013",14602,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2014","2014",14152,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2015","2015",14945,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2016","2016",14615,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2017","2017",14955,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2018","2018",14673,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2019","2019",14080,,
"ITFG","Mezzogiorno","14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","2020","2020",13900,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2010","2010",17,,
"ITFG","Mezzogiorno","14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","2011","2011",17.3,,
